datetime_ET,date,time_et,currency,event,impact
2025-02-07T08:30,2025-02-07,08:30,USD,Unemployment Rate,high
2025-02-11T10:00,2025-02-11,10:00,USD,Fed Chair Powell Testifies,high
2025-02-12T08:30,2025-02-12,08:30,USD,Core CPI m/m,high
2025-02-12T08:30,2025-02-12,08:30,USD,CPI m/m,high
2025-02-12T08:30,2025-02-12,08:30,USD,CPI y/y,high
2025-02-12T10:00,2025-02-12,10:00,USD,Fed Chair Powell Testifies,high
2025-02-14T08:30,2025-02-14,08:30,USD,Core Retail Sales m/m,high
2025-02-14T08:30,2025-02-14,08:30,USD,Retail Sales m/m,high
2025-02-19T14:00,2025-02-19,14:00,USD,FOMC Meeting Minutes,high
2025-02-28T08:30,2025-02-28,08:30,USD,Core PCE Price Index m/m,high
2025-03-03T10:00,2025-03-03,10:00,USD,ISM Manufacturing PMI,high
2025-03-05T10:00,2025-03-05,10:00,USD,ISM Services PMI,high
2025-03-07T08:30,2025-03-07,08:30,USD,Average Hourly Earnings m/m,high
2025-03-07T08:30,2025-03-07,08:30,USD,Non-Farm Employment Change,high
2025-03-07T08:30,2025-03-07,08:30,USD,Unemployment Rate,high
2025-03-12T08:30,2025-03-12,08:30,USD,Core CPI m/m,high
2025-03-12T08:30,2025-03-12,08:30,USD,CPI m/m,high
2025-03-12T08:30,2025-03-12,08:30,USD,CPI y/y,high
2025-03-17T08:30,2025-03-17,08:30,USD,Core Retail Sales m/m,high
2025-03-17T08:30,2025-03-17,08:30,USD,Retail Sales m/m,high
2025-03-19T14:00,2025-03-19,14:00,USD,Federal Funds Rate,high
2025-03-19T14:00,2025-03-19,14:00,USD,FOMC Economic Projections,high
2025-03-19T14:00,2025-03-19,14:00,USD,FOMC Statement,high
2025-03-19T14:30,2025-03-19,14:30,USD,FOMC Press Conference,high
2025-03-28T08:30,2025-03-28,08:30,USD,Core PCE Price Index m/m,high
2025-04-01T10:00,2025-04-01,10:00,USD,ISM Manufacturing PMI,high
2025-04-03T10:00,2025-04-03,10:00,USD,ISM Services PMI,high
2025-04-04T08:30,2025-04-04,08:30,USD,Average Hourly Earnings m/m,high
2025-04-04T08:30,2025-04-04,08:30,USD,Non-Farm Employment Change,high
2025-04-04T08:30,2025-04-04,08:30,USD,Unemployment Rate,high
2025-04-09T14:00,2025-04-09,14:00,USD,FOMC Meeting Minutes,high
2025-04-10T08:30,2025-04-10,08:30,USD,Core CPI m/m,high
2025-04-10T08:30,2025-04-10,08:30,USD,CPI m/m,high
2025-04-10T08:30,2025-04-10,08:30,USD,CPI y/y,high
2025-04-16T08:30,2025-04-16,08:30,USD,Core Retail Sales m/m,high
2025-04-16T08:30,2025-04-16,08:30,USD,Retail Sales m/m,high
2025-04-30T08:30,2025-04-30,08:30,USD,Advance GDP q/q,high
2025-04-30T10:00,2025-04-30,10:00,USD,Core PCE Price Index m/m,high
2025-05-01T10:00,2025-05-01,10:00,USD,ISM Manufacturing PMI,high
2025-05-02T08:30,2025-05-02,08:30,USD,Average Hourly Earnings m/m,high
2025-05-02T08:30,2025-05-02,08:30,USD,Non-Farm Employment Change,high
2025-05-02T08:30,2025-05-02,08:30,USD,Unemployment Rate,high
2025-05-05T10:00,2025-05-05,10:00,USD,ISM Services PMI,high
2025-05-07T14:00,2025-05-07,14:00,USD,Federal Funds Rate,high
2025-05-07T14:00,2025-05-07,14:00,USD,FOMC Statement,high
2025-05-07T14:30,2025-05-07,14:30,USD,FOMC Press Conference,high
2025-05-13T08:30,2025-05-13,08:30,USD,Core CPI m/m,high
2025-05-13T08:30,2025-05-13,08:30,USD,CPI m/m,high
2025-05-13T08:30,2025-05-13,08:30,USD,CPI y/y,high
2025-05-15T08:30,2025-05-15,08:30,USD,Core Retail Sales m/m,high
2025-05-15T08:30,2025-05-15,08:30,USD,Retail Sales m/m,high
2025-05-28T14:00,2025-05-28,14:00,USD,FOMC Meeting Minutes,high
2025-05-30T08:30,2025-05-30,08:30,USD,Core PCE Price Index m/m,high
2025-06-02T10:00,2025-06-02,10:00,USD,ISM Manufacturing PMI,high
2025-06-04T10:00,2025-06-04,10:00,USD,ISM Services PMI,high
2025-06-06T08:30,2025-06-06,08:30,USD,Average Hourly Earnings m/m,high
2025-06-06T08:30,2025-06-06,08:30,USD,Non-Farm Employment Change,high
2025-06-06T08:30,2025-06-06,08:30,USD,Unemployment Rate,high
2025-06-11T08:30,2025-06-11,08:30,USD,Core CPI m/m,high
2025-06-11T08:30,2025-06-11,08:30,USD,CPI m/m,high
2025-06-11T08:30,2025-06-11,08:30,USD,CPI y/y,high
2025-06-17T08:30,2025-06-17,08:30,USD,Core Retail Sales m/m,high
2025-06-17T08:30,2025-06-17,08:30,USD,Retail Sales m/m,high
2025-06-18T14:00,2025-06-18,14:00,USD,Federal Funds Rate,high
2025-06-18T14:00,2025-06-18,14:00,USD,FOMC Economic Projections,high
2025-06-18T14:00,2025-06-18,14:00,USD,FOMC Statement,high
2025-06-18T14:30,2025-06-18,14:30,USD,FOMC Press Conference,high
2025-06-24T10:00,2025-06-24,10:00,USD,Fed Chair Powell Testifies,high
2025-06-25T10:00,2025-06-25,10:00,USD,Fed Chair Powell Testifies,high
2025-06-27T08:30,2025-06-27,08:30,USD,Core PCE Price Index m/m,high
2025-07-01T10:00,2025-07-01,10:00,USD,ISM Manufacturing PMI,high
2025-07-03T08:30,2025-07-03,08:30,USD,Average Hourly Earnings m/m,high
2025-07-03T08:30,2025-07-03,08:30,USD,Non-Farm Employment Change,high
2025-07-03T08:30,2025-07-03,08:30,USD,Unemployment Rate,high
2025-07-03T10:00,2025-07-03,10:00,USD,ISM Services PMI,high
2025-07-09T14:00,2025-07-09,14:00,USD,FOMC Meeting Minutes,high
2025-07-15T08:30,2025-07-15,08:30,USD,Core CPI m/m,high
2025-07-15T08:30,2025-07-15,08:30,USD,CPI m/m,high
2025-07-15T08:30,2025-07-15,08:30,USD,CPI y/y,high
2025-07-17T08:30,2025-07-17,08:30,USD,Core Retail Sales m/m,high
2025-07-17T08:30,2025-07-17,08:30,USD,Retail Sales m/m,high
2025-07-30T08:30,2025-07-30,08:30,USD,Advance GDP q/q,high
2025-07-30T14:00,2025-07-30,14:00,USD,Federal Funds Rate,high
2025-07-30T14:30,2025-07-30,14:30,USD,FOMC Press Conference,high
2025-07-31T08:30,2025-07-31,08:30,USD,Core PCE Price Index m/m,high
2025-08-01T08:30,2025-08-01,08:30,USD,Average Hourly Earnings m/m,high
2025-08-01T08:30,2025-08-01,08:30,USD,Non-Farm Employment Change,high
2025-08-01T08:30,2025-08-01,08:30,USD,Unemployment Rate,high
2025-08-01T10:00,2025-08-01,10:00,USD,ISM Manufacturing PMI,high
2025-08-05T10:00,2025-08-05,10:00,USD,ISM Services PMI,high
2025-08-12T08:30,2025-08-12,08:30,USD,Core CPI m/m,high
2025-08-12T08:30,2025-08-12,08:30,USD,CPI m/m,high
2025-08-12T08:30,2025-08-12,08:30,USD,CPI y/y,high
2025-08-15T08:30,2025-08-15,08:30,USD,Core Retail Sales m/m,high
2025-08-15T08:30,2025-08-15,08:30,USD,Retail Sales m/m,high
2025-08-20T14:00,2025-08-20,14:00,USD,FOMC Meeting Minutes,high
2025-08-29T08:30,2025-08-29,08:30,USD,Core PCE Price Index m/m,high
2025-09-02T10:00,2025-09-02,10:00,USD,ISM Manufacturing PMI,high
2025-09-04T10:00,2025-09-04,10:00,USD,ISM Services PMI,high
2025-09-05T08:30,2025-09-05,08:30,USD,Average Hourly Earnings m/m,high
2025-09-05T08:30,2025-09-05,08:30,USD,Non-Farm Employment Change,high
2025-09-05T08:30,2025-09-05,08:30,USD,Unemployment Rate,high
2025-09-11T08:30,2025-09-11,08:30,USD,Core CPI m/m,high
2025-09-11T08:30,2025-09-11,08:30,USD,CPI m/m,high
2025-09-11T08:30,2025-09-11,08:30,USD,CPI y/y,high
2025-09-16T08:30,2025-09-16,08:30,USD,Core Retail Sales m/m,high
2025-09-16T08:30,2025-09-16,08:30,USD,Retail Sales m/m,high
2025-09-17T14:00,2025-09-17,14:00,USD,Federal Funds Rate,high
2025-09-17T14:00,2025-09-17,14:00,USD,FOMC Economic Projections,high
2025-09-17T14:00,2025-09-17,14:00,USD,FOMC Statement,high
2025-09-17T14:30,2025-09-17,14:30,USD,FOMC Press Conference,high
2025-09-26T08:30,2025-09-26,08:30,USD,Core PCE Price Index m/m,high
2025-10-01T10:00,2025-10-01,10:00,USD,ISM Manufacturing PMI,high
2025-10-03T10:00,2025-10-03,10:00,USD,ISM Services PMI,high
2025-10-08T14:00,2025-10-08,14:00,USD,FOMC Meeting Minutes,high
2025-10-24T08:30,2025-10-24,08:30,USD,Core CPI m/m,high
2025-10-24T08:30,2025-10-24,08:30,USD,CPI m/m,high
2025-10-24T08:30,2025-10-24,08:30,USD,CPI y/y,high
2025-10-29T14:00,2025-10-29,14:00,USD,Federal Funds Rate,high
2025-10-29T14:00,2025-10-29,14:00,USD,FOMC Statement,high
2025-10-29T14:30,2025-10-29,14:30,USD,FOMC Press Conference,high
2025-11-03T10:00,2025-11-03,10:00,USD,ISM Manufacturing PMI,high
2025-11-05T10:00,2025-11-05,10:00,USD,ISM Services PMI,high
2025-11-19T14:00,2025-11-19,14:00,USD,FOMC Meeting Minutes,high
2025-11-20T08:30,2025-11-20,08:30,USD,Average Hourly Earnings m/m,high
2025-11-20T08:30,2025-11-20,08:30,USD,Non-Farm Employment Change,high
2025-11-20T08:30,2025-11-20,08:30,USD,Unemployment Rate,high
2025-11-25T08:30,2025-11-25,08:30,USD,Core Retail Sales m/m,high
2025-11-25T08:30,2025-11-25,08:30,USD,Retail Sales m/m,high
2025-12-01T10:00,2025-12-01,10:00,USD,ISM Manufacturing PMI,high
2025-12-03T10:00,2025-12-03,10:00,USD,ISM Services PMI,high
2025-12-05T10:00,2025-12-05,10:00,USD,Core PCE Price Index m/m,high
2025-12-10T14:00,2025-12-10,14:00,USD,Federal Funds Rate,high
2025-12-10T14:00,2025-12-10,14:00,USD,FOMC Economic Projections,high
2025-12-10T14:00,2025-12-10,14:00,USD,FOMC Statement,high
2025-12-10T14:30,2025-12-10,14:30,USD,FOMC Press Conference,high
2025-12-16T08:30,2025-12-16,08:30,USD,Average Hourly Earnings m/m,high
2025-12-16T08:30,2025-12-16,08:30,USD,Core Retail Sales m/m,high
2025-12-16T08:30,2025-12-16,08:30,USD,Non-Farm Employment Change,high
2025-12-16T08:30,2025-12-16,08:30,USD,Retail Sales m/m,high
2025-12-16T08:30,2025-12-16,08:30,USD,Unemployment Rate,high
2025-12-18T08:30,2025-12-18,08:30,USD,CPI y/y,high
2025-12-30T14:00,2025-12-30,14:00,USD,FOMC Meeting Minutes,high
2026-01-05T10:00,2026-01-05,10:00,USD,ISM Manufacturing PMI,high
2026-01-07T10:00,2026-01-07,10:00,USD,ISM Services PMI,high
2026-01-09T08:30,2026-01-09,08:30,USD,Average Hourly Earnings m/m,high
2026-01-09T08:30,2026-01-09,08:30,USD,Non-Farm Employment Change,high
2026-01-09T08:30,2026-01-09,08:30,USD,Unemployment Rate,high
2026-01-13T08:30,2026-01-13,08:30,USD,Core CPI m/m,high
2026-01-13T08:30,2026-01-13,08:30,USD,CPI m/m,high
2026-01-13T08:30,2026-01-13,08:30,USD,CPI y/y,high
2026-01-14T08:30,2026-01-14,08:30,USD,Core Retail Sales m/m,high
2026-01-14T08:30,2026-01-14,08:30,USD,Retail Sales m/m,high
2026-01-22T10:00,2026-01-22,10:00,USD,Core PCE Price Index m/m,high
2026-01-28T14:00,2026-01-28,14:00,USD,Federal Funds Rate,high
2026-01-28T14:00,2026-01-28,14:00,USD,FOMC Statement,high
2026-01-28T14:30,2026-01-28,14:30,USD,FOMC Press Conference,high
2026-02-02T10:00,2026-02-02,10:00,USD,ISM Manufacturing PMI,high
2026-02-04T10:00,2026-02-04,10:00,USD,ISM Services PMI,high
2026-02-10T08:30,2026-02-10,08:30,USD,Core Retail Sales m/m,high
2026-02-10T08:30,2026-02-10,08:30,USD,Retail Sales m/m,high
2026-02-11T08:30,2026-02-11,08:30,USD,Average Hourly Earnings m/m,high
2026-02-11T08:30,2026-02-11,08:30,USD,Non-Farm Employment Change,high
2026-02-11T08:30,2026-02-11,08:30,USD,Unemployment Rate,high
2026-02-13T08:30,2026-02-13,08:30,USD,Core CPI m/m,high
2026-02-13T08:30,2026-02-13,08:30,USD,CPI m/m,high
2026-02-13T08:30,2026-02-13,08:30,USD,CPI y/y,high
2026-02-18T14:00,2026-02-18,14:00,USD,FOMC Meeting Minutes,high
2026-02-20T08:30,2026-02-20,08:30,USD,Advance GDP q/q,high
2026-02-20T08:30,2026-02-20,08:30,USD,Core PCE Price Index m/m,high
2026-03-02T10:00,2026-03-02,10:00,USD,ISM Manufacturing PMI,high
2026-03-04T10:00,2026-03-04,10:00,USD,ISM Services PMI,high
2026-03-06T08:30,2026-03-06,08:30,USD,Average Hourly Earnings m/m,high
2026-03-06T08:30,2026-03-06,08:30,USD,Core Retail Sales m/m,high
2026-03-06T08:30,2026-03-06,08:30,USD,Non-Farm Employment Change,high
2026-03-06T08:30,2026-03-06,08:30,USD,Retail Sales m/m,high
2026-03-06T08:30,2026-03-06,08:30,USD,Unemployment Rate,high
2026-03-11T08:30,2026-03-11,08:30,USD,Core CPI m/m,high
2026-03-11T08:30,2026-03-11,08:30,USD,CPI m/m,high
2026-03-11T08:30,2026-03-11,08:30,USD,CPI y/y,high
2026-03-13T08:30,2026-03-13,08:30,USD,Core PCE Price Index m/m,high
2026-03-18T14:00,2026-03-18,14:00,USD,Federal Funds Rate,high
2026-03-18T14:00,2026-03-18,14:00,USD,FOMC Economic Projections,high
2026-03-18T14:00,2026-03-18,14:00,USD,FOMC Statement,high
2026-03-18T14:30,2026-03-18,14:30,USD,FOMC Press Conference,high
2026-04-01T08:30,2026-04-01,08:30,USD,Core Retail Sales m/m,high
2026-04-01T08:30,2026-04-01,08:30,USD,Retail Sales m/m,high
2026-04-01T10:00,2026-04-01,10:00,USD,ISM Manufacturing PMI,high
2026-04-03T08:30,2026-04-03,08:30,USD,Average Hourly Earnings m/m,high
2026-04-03T08:30,2026-04-03,08:30,USD,Non-Farm Employment Change,high
2026-04-03T08:30,2026-04-03,08:30,USD,Unemployment Rate,high
2026-04-06T10:00,2026-04-06,10:00,USD,ISM Services PMI,high
2026-04-09T08:30,2026-04-09,08:30,USD,Core PCE Price Index m/m,high
2026-04-10T08:30,2026-04-10,08:30,USD,Core CPI m/m,high
2026-04-10T08:30,2026-04-10,08:30,USD,CPI m/m,high
2026-04-10T08:30,2026-04-10,08:30,USD,CPI y/y,high
2026-04-21T08:30,2026-04-21,08:30,USD,Core Retail Sales m/m,high
2026-04-21T08:30,2026-04-21,08:30,USD,Retail Sales m/m,high
2026-04-21T10:00,2026-04-21,10:00,USD,Fed Chair Warsh Testifies,high
2026-04-29T14:00,2026-04-29,14:00,USD,Federal Funds Rate,high
2026-04-29T14:00,2026-04-29,14:00,USD,FOMC Statement,high
2026-04-29T14:30,2026-04-29,14:30,USD,FOMC Press Conference,high
2026-04-30T08:30,2026-04-30,08:30,USD,Advance GDP q/q,high
2026-04-30T08:30,2026-04-30,08:30,USD,Core PCE Price Index m/m,high
2026-05-01T10:00,2026-05-01,10:00,USD,ISM Manufacturing PMI,high
2026-05-05T10:00,2026-05-05,10:00,USD,ISM Services PMI,high
2026-05-08T08:30,2026-05-08,08:30,USD,Average Hourly Earnings m/m,high
2026-05-08T08:30,2026-05-08,08:30,USD,Non-Farm Employment Change,high
2026-05-08T08:30,2026-05-08,08:30,USD,Unemployment Rate,high
2026-05-12T08:30,2026-05-12,08:30,USD,Core CPI m/m,high
2026-05-12T08:30,2026-05-12,08:30,USD,CPI m/m,high
2026-05-12T08:30,2026-05-12,08:30,USD,CPI y/y,high
2026-05-14T08:30,2026-05-14,08:30,USD,Core Retail Sales m/m,high
2026-05-14T08:30,2026-05-14,08:30,USD,Retail Sales m/m,high
2026-05-20T14:00,2026-05-20,14:00,USD,FOMC Meeting Minutes,high
2026-05-28T08:30,2026-05-28,08:30,USD,Core PCE Price Index m/m,high
2026-06-01T10:00,2026-06-01,10:00,USD,ISM Manufacturing PMI,high
2026-06-03T10:00,2026-06-03,10:00,USD,ISM Services PMI,high
2026-06-05T08:30,2026-06-05,08:30,USD,Average Hourly Earnings m/m,high
2026-06-05T08:30,2026-06-05,08:30,USD,Non-Farm Employment Change,high
2026-06-05T08:30,2026-06-05,08:30,USD,Unemployment Rate,high
2026-06-10T08:30,2026-06-10,08:30,USD,Core CPI m/m,high
2026-06-10T08:30,2026-06-10,08:30,USD,CPI m/m,high
2026-06-10T08:30,2026-06-10,08:30,USD,CPI y/y,high
2026-06-17T08:30,2026-06-17,08:30,USD,Core Retail Sales m/m,high
2026-06-17T08:30,2026-06-17,08:30,USD,Retail Sales m/m,high
2026-06-17T14:00,2026-06-17,14:00,USD,Federal Funds Rate,high
2026-06-17T14:00,2026-06-17,14:00,USD,FOMC Economic Projections,high
2026-06-17T14:00,2026-06-17,14:00,USD,FOMC Statement,high
2026-06-17T14:30,2026-06-17,14:30,USD,FOMC Press Conference,high
2026-06-25T08:30,2026-06-25,08:30,USD,Core PCE Price Index m/m,high
2026-07-01T10:00,2026-07-01,10:00,USD,ISM Manufacturing PMI,high
2026-07-02T08:30,2026-07-02,08:30,USD,Average Hourly Earnings m/m,high
2026-07-02T08:30,2026-07-02,08:30,USD,Non-Farm Employment Change,high
2026-07-02T08:30,2026-07-02,08:30,USD,Unemployment Rate,high
2026-07-06T10:00,2026-07-06,10:00,USD,ISM Services PMI,high
2026-07-08T14:00,2026-07-08,14:00,USD,FOMC Meeting Minutes,high
2026-07-14T08:30,2026-07-14,08:30,USD,Core CPI m/m,high
2026-07-14T08:30,2026-07-14,08:30,USD,CPI m/m,high
2026-07-14T08:30,2026-07-14,08:30,USD,CPI y/y,high
2026-07-14T10:00,2026-07-14,10:00,USD,Fed Chair Warsh Testifies,high
2026-07-15T10:00,2026-07-15,10:00,USD,Fed Chair Warsh Testifies,high
2026-07-16T08:30,2026-07-16,08:30,USD,Core Retail Sales m/m,high
2026-07-16T08:30,2026-07-16,08:30,USD,Retail Sales m/m,high
